,Company,Date Joined,Industry,City,Continent,Year Founded,Funding,Valuation (March) ($B),Select Investors (March),Valuation (November) ($B),Select Investors (November)
410,Whatnot,2021-09-16,E-commerce & direct-to-consumer,Marina del Rey,North America,2019,$225M,3.397312859884837,"Y Combinator, Andreessen Horowitz, Wonder Ventures",3.7,"Y Combinator, Andreessen Horowitz, Wonder Ventures"
411,Zenoti,2020-12-15,Internet software & services,Bellevue,North America,2010,$331M,3.397312859884837,"Norwest Venture Partners, Accel, Tiger Global Management",1.5,"Norwest Venture Partners, Accel, Tiger Global Management"
412,Zeta,2021-05-24,Fintech,San Francisco,North America,2015,$340M,2.0,"Sodexo Ventures, SoftBank Group",1.5,"Sodexo Ventures, SoftBank Group"
413,Mobile Premier League,2021-09-15,Internet software & services,Bengaluru,Asia,2018,$376M,3.397312859884837,"Sequoia Capital India, RTP Global, Go-Ventures",2.45,"Sequoia Capital India, RTP Global, Go-Ventures"
414,Uala,2021-08-13,Fintech,Buenos Aires,South America,2017,$544M,2.0,"Soros Fund Management, Ribbit Capital, Monashees+",3.1652201257861634,"Soros Fund Management, Ribbit Capital, Monashees+"
415,Wenheyou,2021-04-17,Other,Hunan,Asia,2013,$90M,2.0,"Sequoia Capital China, Warburg Pincus, IDG Capital",3.1652201257861634,"Sequoia Capital China, Warburg Pincus, IDG Capital"
416,Star Charge,2021-05-19,Auto & transportation,Changzhou,Asia,2014,$125M,3.397312859884837,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2.41,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund"
417,ABL Space Systems,2021-03-25,Other,El Segundo,North America,2017,$419M,3.397312859884837,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",2.4,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment"
418,Afiniti,2017-04-14,Artificial intelligence,Hamilton,North America,2006,$120M,3.397312859884837,GAM Holding,1.6,GAM Holding
419,ASAPP,2021-05-19,Artificial intelligence,New York,North America,2014,$380M,2.0,"March Capital Partners, HOF Capital, Emergence Capital Partners",1.6,"March Capital Partners, HOF Capital, Emergence Capital Partners"
420,BitSight Technologies,2021-09-13,Cybersecurity,Boston,North America,2013,$401M,3.397312859884837,"Menlo Ventures, GGV Capital, Flybridge Capital Partners",2.4,"Menlo Ventures, GGV Capital, Flybridge Capital Partners"
421,Cao Cao Mobility,2018-01-17,Auto & transportation,Hangzhou,Asia,2015,$744M,2.0,"People Electrical Appliance Group China, Zhongrong International Trust",1.6,"People Electrical Appliance Group China, Zhongrong International Trust"
422,Capitolis,2022-03-22,Fintech,New York,North America,2017,$282M,2.0,"Sequoia Capital, Index Ventures, S Capital",1.6,"Sequoia Capital, Index Ventures, S Capital"
423,Carbon,2015-08-20,Hardware,Redwood City,North America,2013,$682M,3.397312859884837,"Google Ventures, Sequoia Capital, Wakefield Group",2.4,"Google Ventures, Sequoia Capital, Wakefield Group"
424,Clio,2021-04-27,Internet software & services,Burnaby,North America,2008,$386M,2.0,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",1.6,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures"
425,Exabeam,2021-06-01,Cybersecurity,Foster City,North America,2013,$390M,2.0,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",2.4,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners"
426,ezCater,2019-04-02,"Supply chain, logistics, & delivery",Boston,North America,2007,$421M,3.397312859884837,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",1.6,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group"
427,HomeLight,2021-09-02,FinTech,San Francisco,North America,2012,$219M,2.0,"Zeev Ventures, Menlo Ventures,Crosslink Capital",1.7,"Zeev Ventures, Menlo Ventures,Crosslink Capital"
428,HoneyBook,2021-05-04,Internet software & services,San Francisco,North America,2013,$498M,3.397312859884837,"Norwest Venture Partners, Hillsven Capital, Aleph",2.4,"Norwest Venture Partners, Hillsven Capital, Aleph"
429,Infinidat,2015-04-29,Hardware,Waltham,North America,2011,$325M,2.0,"TPG Growth, Goldman Sachs",1.6,"TPG Growth, Goldman Sachs"
430,Mercury,2021-07-03,Fintech,San Francisco,North America,2019,$152M,2.0,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures",3.1652201257861634,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures"
431,Paxos,2021-04-29,Fintech,New York,North America,2012,$538M,3.397312859884837,"Liberty City Ventures, RRE Ventures, Mithril Capital Management",2.4,"Liberty City Ventures, RRE Ventures, Mithril Capital Management"
432,SafetyCulture,2021-05-03,Internet software & services,Sydney,Oceania,2004,$222M,3.397312859884837,"Blackbird Ventures, IndexVentures, Tiger Global Management",1.6,"Blackbird Ventures, IndexVentures, Tiger Global Management"
433,SmartHR,2021-06-08,Fintech,Tokyo,Asia,2013,$190M,2.0,"BEENEXT, World Innovation Lab, Light Street Capital",1.6,"BEENEXT, World Innovation Lab, Light Street Capital"
434,Tonal,2021-03-31,E-commerce & direct-to-consumer,San Francisco,North America,2015,$450M,2.0,"Mayfield Fund, Shasta Ventures, L Catterton",1.6,"Mayfield Fund, Shasta Ventures, L Catterton"
435,Truepill,2021-10-27,Health,Hayward,North America,2016,$255M,3.397312859884837,"Initialized Capital, Sound Ventures, TI Platform Management",1.6,"Initialized Capital, Sound Ventures, TI Platform Management"
436,Unite Us,2021-03-16,Health,New York,North America,2014,$195M,3.397312859884837,"Insight Partners, Sequoia Capital, Index Ventures",1.6,"Insight Partners, Sequoia Capital, Index Ventures"
437,Verkada,2020-01-29,Cybersecurity,San Mateo,North America,2016,$139M,2.0,"next47, First Round Capital, Sequoia Capital",3.2,"next47, First Round Capital, Sequoia Capital"
438,Wayflyer,2022-02-01,Fintech,Dublin,Europe,2019,$236M,2.0,"QED Investors, DST Global, Left Lane Capital",1.6,"QED Investors, DST Global, Left Lane Capital"
439,Zhubajie,2015-06-16,Internet software & services,Chongqing,Asia,2006,$445M,3.397312859884837,"Cybernaut Growth Fund, IDG Capital",1.61,"Cybernaut Growth Fund, IDG Capital"
440,Transcarent,2022-01-11,Health,San Francisco,North America,2020,$298M,3.397312859884837,"Alta Partners, General Catalyst, Jove Equity Partners",1.62,"Alta Partners, General Catalyst, Jove Equity Partners"
441,Glossier,2019-03-19,Consumer & retail,New York,North America,2014,$266M,2.0,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",1.65,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital"
442,Hibob,2021-10-12,Internet software & services,Tel Aviv,Asia,2015,$274M,2.0,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",3.1652201257861634,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures"
443,Jobandtalent,2021-12-01,Internet software & services,Madrid,Europe,2009,$902M,3.397312859884837,"Kibo Ventures, SoftBank Group, Atomico",2.35,"Kibo Ventures, SoftBank Group, Atomico"
444,Optimism,2022-03-17,Internet software & services,San Francisco,North America,2019,$179M,2.0,"Paradigm, Huobi Ventures, Andreessen Horowitz",1.65,"Paradigm, Huobi Ventures, Andreessen Horowitz"
445,solarisBank,2021-07-13,Fintech,Berlin,Europe,2016,$403M,3.397312859884837,"Yabeo Capital, SBI Investment, Vulcan Capital",1.65,"Yabeo Capital, SBI Investment, Vulcan Capital"
446,WEMAKEPRICE,2015-09-09,E-commerce & direct-to-consumer,Seoul,Asia,2009,$397M,3.397312859884837,"IMM Investment, NXC",2.34,"IMM Investment, NXC"
447,Alan,2021-04-19,Fintech,Paris,Europe,2016,$364M,2.0,"Index Ventures, Temasek, Portag3 Ventures",2.85,"Index Ventures, Temasek, Portag3 Ventures"
448,Biren Technology,2020-08-18,Hardware,Shanghai,Asia,2019,$285M,3.397312859884837,"V FUND, IDG Capital, Green Pine Capital Partners",2.32,"V FUND, IDG Capital, Green Pine Capital Partners"
449,Voodoo,2020-08-17,Other,Paris,Europe,2013,$517M,2.0,"Tencent Holdings, Goldman Sachs",3.1652201257861634,"Tencent Holdings, Goldman Sachs"
450,Carsome,2021-07-12,E-commerce & direct-to-consumer,Selangor,Asia,2015,$577M,3.397312859884837,"Gobi Partners, 500 Startups, Ondine Capital",1.7,"Gobi Partners, 500 Startups, Ondine Capital"
451,CircleCI,2021-05-11,Internet software & services,San Francisco,North America,2011,$315M,3.397312859884837,"Threshold Ventures, Baseline Ventures, Harrison Metal",1.7,"Threshold Ventures, Baseline Ventures, Harrison Metal"
452,DealShare,2022-01-27,E-commerce & direct-to-consumer,Bengaluru,Asia,2018,$612M,3.397312859884837,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",1.7,"Alpha Wave Global, Matrix Partners India, Tiger Global Management"
453,DispatchHealth,2021-03-03,Health,Denver,North America,2013,$403M,2.0,"Alta Partners, Questa Capital, Echo Health Venturesl",1.7,"Alta Partners, Questa Capital, Echo Health Ventures"
454,Dragos,2021-10-28,Cybersecurity,Hanover,North America,2016,$358M,2.0,"DataTribe, Energy Impact Partners, AllegisCyber Capital",1.7,"DataTribe, Energy Impact Partners, AllegisCyber Capital"
455,Gousto,2020-11-03,"Supply chain, logistics, & delivery",London,Europe,2012,$311M,2.0,"MMC Ventures, BGF Ventures, Unilever Ventures",3.1652201257861634,"MMC Ventures, BGF Ventures, Unilever Ventures"
456,H2O.ai,2021-11-07,Artificial intelligence,Mountain View,North America,2011,$251M,3.397312859884837,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",1.7,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners"
457,Harness,2021-01-14,Artificial intelligence,San Francisco,North America,2016,$195M,2.0,"Menlo Ventures, Alkeon Capital Management, Citi Ventures",3.7,"Menlo Ventures, Alkeon Capital Management, Citi Ventures"
458,Harry's,2018-02-16,Consumer & retail,New York,North America,2013,$792M,2.0,"Thrive Capital, Tiger Global Management, Temasek",3.1652201257861634,"Thrive Capital, Tiger Global Management, Temasek"
459,PAX,2018-10-22,Consumer & retail,San Francisco,North America,2007,$542M,2.0,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",1.7,"Tao Capital Partners, Global Asset Capital, Tiger Global Management"
460,Productboard,2022-02-02,Internet software & services,San Francisco,North America,2014,$261M,3.397312859884837,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",1.7,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners"
461,Reltio,2021-11-04,Data management & analytics,Redwood City,North America,2011,$237M,3.397312859884837,"Crosslink Capital, .406 Ventures, Sapphire Ventures",1.7,"Crosslink Capital, .406 Ventures, Sapphire Ventures"
462,Spotter,2022-02-16,Fintech,Los Angeles,North America,2019,$231M,2.0,"SoftBank Group, Access Industries, Crossbeam Venture Partners",3.1652201257861634,"SoftBank Group, Access Industries, Crossbeam Venture Partners"
463,Vestiaire Collective,2021-03-01,E-commerce & direct-to-consumer,Paris,Europe,2009,$663M,2.0,"Eurazeo, IDInvest Partners, Balderton Capital",3.1652201257861634,"Eurazeo, IDInvest Partners, Balderton Capital"
464,Wave,2021-09-07,Fintech,Dakar,Africa,2018,$200M,3.397312859884837,"Stripe, Founders Fund, Partech Partners",1.7,"Stripe, Founders Fund, Partech Partners"
465,ZenBusiness,2021-11-09,Fintech,Austin,North America,2015,$275M,3.397312859884837,"Greycroft, Lerer Hippeau, Geekdom Fund",1.7,"Greycroft, Lerer Hippeau, Geekdom Fund"
466,Bowery Farming,2021-05-25,Other,New York,North America,2015,$497M,2.0,"Temasek, Google Ventures, General Catalyst",2.3,"Temasek, Google Ventures, General Catalyst"
467,Greenlight,2020-09-24,Fintech,Atlanta,North America,2014,$557M,3.397312859884837,"Relay Ventures, TTV Capital, Canapi Ventures",2.3,"Relay Ventures, TTV Capital, Canapi Ventures"
468,Odoo,2021-07-29,Internet software & services,Louvain-la-Neuve,Europe,2005,$229M,2.0,"Summit Partners, Noshaq, Sofinnova Partners",2.3,"Summit Partners, Noshaq, Sofinnova Partners"
469,Skydance Media,2020-02-11,Other,Santa Monica,North America,2010,$275M,2.0,"RedBird Capital Partners, CJ ENM, Tencent Holdings",4.0,"RedBird Capital Partners, CJ ENM, Tencent Holdings"
470,Uptake,2015-10-27,Artificial intelligence,Chicago,North America,2014,$218M,3.397312859884837,"Revolution, New Enterprise Associates, Caterpillar",2.3,"Revolution, New Enterprise Associates, Caterpillar"
471,MoMo,2021-12-10,Fintech,Ho Chi Minh City,Asia,2013,$434M,3.397312859884837,"Goodwater Capital, Warburg Pincus, GS Growth",2.27,"Goodwater Capital, Warburg Pincus, GS Growth"
472,Algolia,2021-07-28,Internet software & services,San Francisco,North America,2012,$334M,3.397312859884837,"Accel, Alven Capital, Storm Ventures",2.25,"Accel, Alven Capital, Storm Ventures"
473,Pattern,2021-10-06,Internet software & services,Lehi,North America,2013,$277M,2.0,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners",2.25,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners"
474,Spinny,2021-11-24,E-commerce & direct-to-consumer,Gurugram,Asia,2015,$509M,3.397312859884837,"General Catalyst, Eleation Capital, Avenir Growth Capital",1.75,"General Catalyst, Eleation Capital, Avenir Growth Capital"
475,Trulioo,2021-06-07,Cybersecurity,Vancouver,North America,2011,$474M,3.397312859884837,"Blumberg Capital, American Express Ventures, BDC Venture Capital",1.75,"Blumberg Capital, American Express Ventures, BDC Venture Capital"
476,Zume,2018-11-01,Consumer & retail,Mountain View,North America,2015,$423M,2.0,"Softbank Group, AME Cloud Ventures, SignalFire",3.1652201257861634,"Softbank Group, AME Cloud Ventures, SignalFire"
477,AIWAYS,2018-04-16,Auto & transportation,Shanghai,Asia,2017,$792M,2.0,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology",1.78,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology"
478,Bitso,2021-05-05,Fintech,Mexico City,North America,2014,$378M,3.397312859884837,"Pantera Capital, QED Investors, Coinbase Ventures",2.2,"Pantera Capital, QED Investors, Coinbase Ventures"
479,BloomReach,2022-02-23,Artificial intelligence,Mountain View,North America,2009,$422M,2.0,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners",3.1652201257861634,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners"
480,Current,2021-04-27,Fintech,New York,North America,2015,$402M,2.0,"Expa, QED Investors, Foundation Capital",2.2,"Expa, QED Investors, Foundation Capital"
481,Dialpad,2020-10-06,Internet software & services,San Francisco,North America,2011,$400M,3.397312859884837,"Andreessen Horowitz, Google Ventures, Section 32",2.2,"Andreessen Horowitz, Google Ventures, Section 32"
482,G7 Networks,2022-02-15,"Supply chain, logistics, & delivery",Beijing,Asia,2006,$710M,2.0,"Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners",2.2,"Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners"
483,Gympass,2019-06-12,Internet software & services,New York,North America,2012,$525M,3.397312859884837,"General Atlantic, SoftBank Group, Atomico",2.2,"General Atlantic, SoftBank Group, Atomico"
484,MUSINSA,2019-11-11,E-commerce & direct-to-consumer,Seoul,Asia,2001,$287M,3.397312859884837,Sequoia Capital,2.2,Sequoia Capital
485,NuCom Group,2018-02-22,Other,Unterfoehring,Europe,2016,$550M,2.0,General Atlantic,2.2,General Atlantic
486,Reify Health,2021-08-10,Health,Boston,North America,2012,$259M,2.0,"Sierra Ventures, Battery Ventures, Asset Management Ventures",4.8,"Sierra Ventures, Battery Ventures, Asset Management Ventures"
487,Diamond Foundry,2021-03-29,Other,San Francisco,North America,2012,$351M,3.397312859884837,"Fashion Tech Lab, Fidelity Investments, Vast Ventures",1.8,"Fashion Tech Lab, Fidelity Investments, Vast Ventures"
488,FullStory,2021-08-04,Internet software & services,Atlanta,North America,2014,$172M,2.0,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group",3.1652201257861634,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group"
489,Lightricks,2019-07-31,Artificial intelligence,Jerusalem,Asia,2013,$305M,3.397312859884837,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs",1.8,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs"
490,Opentrons,2021-09-23,Hardware,New York,North America,2016,$240M,3.397312859884837,"SOSV, Khosla Ventures, Lerer Hippeau",1.8,"SOSV, Khosla Ventures, Lerer Hippeau"
491,ZocDoc,2015-08-20,Health,New York,North America,2007,$374M,2.0,"Founders Fund, Khosla Ventures, Goldman Sachs",3.1652201257861634,"Founders Fund, Khosla Ventures, Goldman Sachs"
492,ZocDoc,2015-08-20,Health,,North America,2007,$374M,3.397312859884837,Founders Fund,1.8,"Founders Fund, Khosla Ventures, Goldman Sachs"
493,Accelerant,2022-01-12,Other,Colchester,Europe,2018,$193M,2.0,"Deer Park Road, Altamont Capital Partners, Eldridge",3.1652201257861634,"Deer Park Road, Altamont Capital Partners, Eldridge"
494,Huaqin Telecom Technology,2019-10-08,Mobile & telecommunications,Shanghai,Asia,2005,$298M,2.0,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital",2.19,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital"
495,Addepar,2021-06-15,FinTech,Mountain View,North America,2009,$676M,3.397312859884837,"8VC, D1 Capital Partners, Sway Ventures",2.17,"8VC, D1 Capital Partners, Sway Ventures"
496,YITU Technology,2018-03-08,Artificial intelligence,Shanghai,Asia,2012,$401M,2.0,"Sequoia Capital China, Banyan Capital",2.17,"Sequoia Capital China, Banyan Capital"
497,CloudWalk,2021-09-08,Fintech,Sao Paulo,South America,2015,$345M,3.397312859884837,"Plug and Play Ventures, Valor Capital Group, DST Global",2.15,"Plug and Play Ventures, Valor Capital Group, DST Global"
